domain_length,entropy,digit_ratio,subdomain_depth,ttl,unique_ip_count,query_rate,label
19,3.471354487013929,0.0,1,1711,2,4.25,0
17,3.4548223999466057,0.0,1,1258,1,3.45,0
22,3.8453509366224363,0.045454545454545456,2,37,23,24.24,2
15,3.640223928941852,0.0,1,60,5,6.83,1
19,3.076103170996722,0.7894736842105263,3,173,8,12.09,3
14,3.1820058147602133,0.0,1,3420,3,5.06,0
19,3.826874881864638,0.0,1,287,1,6.61,1
20,3.065957320949175,0.8,3,39,8,18.13,2
19,3.0363722498302237,0.7894736842105263,3,174,11,5.04,3
20,3.208694969562842,0.8,3,87,10,14.24,3
44,4.405692346441836,0.36363636363636365,1,121,4,12.21,1
19,3.6818808028034025,0.0,1,123,5,7.1,1
10,3.1219280948873624,0.0,1,273,4,11.54,1
20,3.246439344671016,0.0,1,108,3,6.48,1
20,3.1464393446710157,0.8,3,55,21,19.35,2
14,3.521640636343318,0.0,1,243,4,10.18,1
16,3.625,0.0,1,877,1,1.41,0
12,3.4182958340544896,0.0,1,2559,1,1.67,0
12,3.2516291673878226,0.0,1,1417,2,3.16,0
13,3.334679141051595,0.0,1,146,5,12.73,1
12,2.8553885422075336,0.0,1,105,3,7.0,1
21,3.213513256009071,0.8095238095238095,3,115,23,20.52,2
27,3.661932872373582,0.0,1,1117,1,3.28,0
8,2.75,0.0,1,1840,3,1.2,0
18,3.0441104177484006,0.7777777777777778,3,146,6,10.8,3
24,3.834962500721156,0.08333333333333333,1,1471,3,2.72,0
12,3.4182958340544896,0.0,1,239,4,11.43,1
10,2.8464393446710154,0.0,1,2589,3,5.56,0
21,3.6304126608739984,0.0,1,223,1,9.43,1
28,3.5930692077718898,0.0,1,120,1,10.05,1
19,3.0105709342684834,0.7894736842105263,3,93,6,11.17,3
22,3.8796640049025943,0.13636363636363635,1,188,2,6.56,1
15,3.506890595608519,0.0,1,1280,2,3.0,0
18,3.6835423624332306,0.0,1,2566,1,3.34,0
16,2.899397470347699,0.0,1,611,1,4.98,0
19,2.6550505394177746,0.7894736842105263,3,111,11,7.46,3
18,3.3082708345352603,0.7777777777777778,3,175,6,9.95,3
18,3.350209029099897,0.7777777777777778,3,74,11,10.5,2
18,3.1279868068776753,0.7777777777777778,3,39,24,16.04,2
6,2.2516291673878226,0.0,1,2814,1,5.96,0
20,3.5464393446710156,0.0,1,165,4,11.44,1
14,2.8962915290459277,0.7142857142857143,3,83,4,13.68,3
23,4.001822825622231,0.0,1,209,2,8.99,1
10,3.3219280948873626,0.0,1,188,3,9.89,1
19,2.970840013101985,0.7894736842105263,3,126,6,10.59,3
8,2.75,0.0,1,210,2,6.4,1
17,2.777776811456786,0.7647058823529411,3,102,20,10.21,2
8,2.75,0.0,1,76,2,9.62,1
9,3.169925001442312,0.0,1,946,3,4.05,0
12,3.0220552088742005,0.0,1,150,1,12.87,1
21,3.880179922675738,0.0,1,198,1,9.75,1
17,3.4992275471326924,0.0,1,3014,3,4.64,0
17,3.4548223999466057,0.0,1,134,3,9.52,1
20,2.8709505944546687,0.8,3,30,15,11.09,2
14,3.1820058147602133,0.0,1,1431,1,1.63,0
18,3.155221528859512,0.7777777777777778,3,54,30,11.8,2
18,3.350209029099897,0.7777777777777778,3,68,8,5.96,3
27,4.310443057719024,0.14814814814814814,1,208,3,11.31,1
19,3.2210972500579573,0.7894736842105263,3,188,6,8.99,3
20,3.684183719779189,0.0,2,98,8,12.41,3
13,2.931208948910323,0.0,1,1659,3,3.95,0
16,3.375,0.3125,1,115,1,11.55,1
15,3.506890595608519,0.0,1,77,4,8.94,1
11,3.095795255000934,0.0,1,2614,2,5.59,0
20,3.246439344671016,0.8,3,87,11,13.8,3
11,3.0271691184406184,0.0,1,2093,1,4.66,0
22,3.8453509366224363,0.22727272727272727,1,142,4,9.68,1
21,3.6897037321995474,0.19047619047619047,2,186,9,10.12,3
10,2.721928094887362,0.0,2,1747,1,1.69,0
20,2.9464393446710155,0.8,3,129,9,5.16,3
21,2.8792489698826964,0.8095238095238095,3,21,31,17.38,2
18,3.4613201402110083,0.0,1,257,4,6.18,1
14,3.3787834934861753,0.0,1,268,3,10.19,1
15,3.323231428797621,0.0,1,751,2,3.86,0
9,3.169925001442312,0.3333333333333333,1,2420,3,2.32,0
20,3.1086949695628423,0.8,3,77,4,5.16,3
21,2.8792489698826964,0.8095238095238095,3,109,21,18.48,2
20,3.1037016960573487,0.8,3,101,8,6.24,3
19,3.0363722498302237,0.7894736842105263,3,108,38,10.64,2
9,2.94770277922009,0.0,1,2491,1,3.69,0
11,3.095795255000934,0.0,1,79,2,6.57,1
10,3.1219280948873624,0.0,1,1119,2,2.77,0
19,2.925853014561283,0.7894736842105263,3,110,19,23.7,2
21,3.916126946588284,0.047619047619047616,2,128,9,5.52,3
18,3.155221528859512,0.7777777777777778,3,79,39,16.85,2
12,3.2516291673878226,0.0,1,278,4,8.17,1
20,3.1086949695628423,0.8,3,75,13,14.04,2
18,3.1279868068776753,0.7777777777777778,3,169,8,12.79,3
21,2.760666827231598,0.8095238095238095,3,186,10,12.53,3
12,3.084962500721156,0.0,1,199,1,8.34,1
10,3.3219280948873626,0.0,1,2573,2,3.04,0
26,3.873140679513133,0.0,2,162,11,6.09,3
17,3.4992275471326924,0.058823529411764705,2,144,8,13.21,3
20,2.9282129458410013,0.8,3,98,5,8.15,3
23,4.001822825622231,0.0,1,62,1,11.41,1
21,3.177566232096525,0.8095238095238095,3,139,10,13.62,3
20,3.1709505944546685,0.8,3,95,10,16.44,2
12,2.4591479170272446,0.75,3,53,16,11.78,2
20,2.8709505944546687,0.8,3,130,7,6.64,3
17,3.219528282299547,0.0,1,109,4,7.35,1
18,3.0441104177484006,0.7777777777777778,3,108,12,18.76,2
16,3.327819531114783,0.125,2,15,20,10.86,2
18,3.5724312513221195,0.0,1,1772,1,1.64,0
12,2.6258145836939115,0.75,3,116,22,11.55,2
14,3.521640636343318,0.0,1,2061,3,2.39,0
15,2.739572261986723,0.8,3,44,27,20.44,2
19,3.11583409216322,0.7894736842105263,3,102,19,21.16,2
16,3.452819531114783,0.0,1,2013,3,3.21,0
20,3.0037016960573486,0.8,3,138,9,6.07,3
23,3.708132064658601,0.13043478260869565,1,206,5,12.2,1
17,2.8221819586428722,0.7647058823529411,3,149,5,11.37,3
15,3.3735572622751855,0.0,1,2356,3,5.89,0
19,3.5368867237421675,0.0,1,2954,3,1.13,0
22,4.277613436819116,0.18181818181818182,1,143,3,8.79,1
22,3.447401504705915,0.0,1,268,5,8.59,1
18,3.127986806877675,0.7777777777777778,3,92,10,10.92,3
20,2.808694969562842,0.8,3,66,11,14.31,3
30,3.6695767463163937,0.0,1,237,1,6.15,1
21,3.27280432733462,0.8095238095238095,3,79,8,5.47,3
19,3.1813663288914587,0.0,1,2709,1,2.19,0
11,3.2776134368191157,0.0,1,262,3,11.58,1
13,2.6031579868726,0.7692307692307693,3,106,23,13.3,2
10,2.4464393446710155,0.0,1,2505,3,2.3,0
21,3.0230370655328804,0.8095238095238095,3,137,7,11.91,3
13,3.180832987205441,0.0,1,1360,2,3.97,0
12,3.4182958340544896,0.0,1,1455,1,5.95,0
8,3.0,0.0,1,2243,1,2.35,0
13,3.180832987205441,0.0,1,2353,1,2.91,0
19,3.2608281712244556,0.0,1,156,1,11.69,1
20,3.208694969562842,0.8,3,152,6,10.24,3
12,2.918295834054489,0.0,1,2172,2,3.75,0
11,2.913977073182752,0.0,1,623,2,2.99,0
10,2.9219280948873623,0.0,1,645,3,2.83,0
17,3.219528282299547,0.058823529411764705,1,3088,2,2.11,0
14,3.521640636343318,0.0,2,884,2,2.81,0
14,3.3248629576173565,0.0,1,208,2,9.88,1
20,2.9037016960573485,0.8,3,54,19,22.4,2
12,3.4182958340544896,0.16666666666666666,2,37,8,14.76,2
12,3.2516291673878226,0.0,1,69,3,10.13,1
19,3.5766176449086657,0.0,2,2555,3,1.01,0
20,2.965957320949175,0.8,3,112,24,19.62,2
20,3.484183719779189,0.0,1,202,5,7.86,1
17,3.4992275471326924,0.0,1,2470,2,1.28,0
22,3.823067982273661,0.22727272727272727,1,190,3,8.96,1
16,3.5,0.0,1,691,2,1.58,0
13,3.238901256602631,0.0,1,3422,3,3.77,0
16,3.327819531114783,0.0,1,198,2,6.65,1
21,3.617809684374455,0.09523809523809523,2,107,37,13.2,2
12,3.584962500721156,0.0,1,2733,1,2.93,0
11,3.2776134368191157,0.0,1,1347,1,2.96,0
17,2.771902372038558,0.7647058823529411,3,40,22,22.74,2
7,2.521640636343318,0.0,1,913,2,3.4,0
12,3.2516291673878226,0.0,1,102,1,8.23,1
12,3.2516291673878226,0.0,1,289,4,12.81,1
28,3.5530900835303276,0.0,1,221,2,7.09,1
14,3.521640636343318,0.0,1,2859,1,2.27,0
19,2.970840013101985,0.7894736842105263,3,76,7,9.26,3
20,3.584183719779189,0.0,1,70,5,9.79,1
13,3.0850551027564768,0.0,1,198,4,6.12,1
11,3.2776134368191157,0.2727272727272727,1,2241,1,2.67,0
21,2.753918758180346,0.8095238095238095,3,67,14,23.08,2
13,3.3927474104487847,0.0,1,286,4,11.22,1
11,3.095795255000934,0.0,1,256,4,6.93,1
18,3.5032583347756456,0.1111111111111111,2,45,32,20.09,2
31,3.1951858260971715,0.0,1,180,5,12.8,1
19,3.3660913291191923,0.0,1,2049,2,4.54,0
16,2.9056390622295662,0.75,3,50,38,22.85,2
16,3.1556390622295662,0.0,1,3562,2,2.24,0
20,3.1464393446710157,0.8,3,138,9,10.0,3
11,2.7321588913645702,0.0,1,2211,3,1.13,0
12,3.2516291673878226,0.0,1,2461,3,3.89,0
19,3.787143960698139,0.0,1,1966,2,4.59,0
14,3.3787834934861753,0.0,1,1196,3,4.3,0
20,3.4464393446710155,0.0,1,185,1,8.21,1
14,3.2359263506290326,0.0,1,1784,3,3.94,0
20,3.308694969562842,0.0,1,201,1,7.47,1
23,3.708132064658601,0.0,1,236,4,12.06,1
15,3.106890595608519,0.0,2,34,36,17.62,2
20,3.684183719779189,0.0,1,3091,2,1.33,0
9,2.6416041678685938,0.0,1,2113,3,2.24,0
14,3.1820058147602133,0.0,1,3507,1,2.67,0
13,3.238901256602631,0.15384615384615385,2,166,8,9.91,3
11,3.095795255000934,0.0,1,192,4,10.15,1
17,3.4992275471326924,0.0,2,2041,2,1.61,0
19,2.7808589355000475,0.7894736842105263,3,91,12,11.83,2
19,2.945038697540245,0.7894736842105263,3,67,10,8.58,3
22,2.988316710610012,0.0,1,62,1,6.75,1
16,3.75,0.125,2,148,7,9.69,3
11,3.095795255000934,0.0,1,163,1,12.48,1
19,3.070847093622518,0.7894736842105263,3,191,9,10.02,3
19,3.826874881864638,0.05263157894736842,2,103,30,20.55,2
11,3.2776134368191157,0.2727272727272727,2,57,22,24.93,2
19,3.076103170996722,0.7894736842105263,3,165,5,11.44,3
20,2.9037016960573485,0.8,3,191,11,14.01,3
13,3.238901256602631,0.0,1,71,4,10.3,1
16,3.75,0.1875,2,146,5,8.42,3
19,3.1813663288914587,0.7894736842105263,3,162,9,7.23,3
20,3.1037016960573487,0.8,3,75,13,11.47,2
14,3.3787834934861753,0.0,1,1032,1,3.6,0
18,3.2390979179887864,0.0,1,288,4,10.95,1
12,3.084962500721156,0.0,1,916,2,4.1,0
27,4.180451390892101,0.14814814814814814,1,239,1,7.08,1
16,3.625,0.0,1,128,4,11.05,1
18,3.8365916681089787,0.05555555555555555,2,82,22,17.98,2
17,3.3371753411230767,0.0,1,223,3,11.72,1
21,3.7489948035250964,0.09523809523809523,2,125,11,12.53,3
20,3.4464393446710155,0.0,1,255,2,8.12,1
10,2.8464393446710154,0.0,1,2498,3,5.6,0
24,3.7406015629507223,0.0,1,68,4,12.59,1
12,3.4182958340544896,0.0,1,969,3,2.28,0
24,3.970175521464345,0.0,1,2861,3,1.43,0
21,2.7247198033190516,0.8095238095238095,3,166,4,7.39,3
12,2.8553885422075336,0.0,1,1865,1,4.85,0
16,3.25,0.0,1,111,1,8.8,1
21,3.6537567082870015,0.0,1,104,1,12.53,1
20,3.1709505944546685,0.8,3,137,10,9.56,3
20,3.1086949695628423,0.0,1,152,8,6.4,3
10,2.6464393446710157,0.0,1,135,4,11.18,3
11,3.095795255000934,0.36363636363636365,2,73,8,19.46,2
13,3.3927474104487847,0.0,1,2908,3,5.44,0
10,2.9219280948873623,0.0,1,1081,1,2.47,0
14,3.2359263506290326,0.0,1,219,2,9.87,1
16,3.577819531114783,0.0,1,256,3,6.34,1
12,3.084962500721156,0.0,1,225,4,9.39,1
16,3.375,0.0,1,2592,3,5.65,0
11,3.095795255000934,0.0,1,3093,3,2.11,0
20,3.784183719779189,0.0,1,216,1,6.85,1
14,3.2359263506290326,0.0,1,134,1,6.92,1
9,2.94770277922009,0.0,1,889,1,2.37,0
7,2.521640636343318,0.0,1,3067,2,3.2,0
11,3.095795255000934,0.09090909090909091,2,155,8,9.91,3
16,3.5,0.0,1,95,4,10.18,1
20,3.1709505944546685,0.8,3,102,10,10.91,3
21,3.8208888513501886,0.0,1,2721,3,2.03,0
13,3.0269868333592873,0.0,1,2250,3,5.16,0
21,3.2368573034220742,0.8095238095238095,3,137,10,14.22,3
18,2.974937501201927,0.7777777777777778,3,183,8,7.65,3
20,3.8219280948873626,0.0,1,201,4,7.65,1
20,3.584183719779189,0.0,1,79,2,10.86,1
12,3.2516291673878226,0.0,1,1609,2,5.63,0
14,3.1820058147602133,0.0,1,1281,2,5.05,0
13,3.3927474104487847,0.0,1,1068,3,3.07,0
24,3.970175521464345,0.125,2,53,39,11.54,2
13,3.3927474104487847,0.0,1,267,5,6.17,1
20,3.0282129458410014,0.8,3,127,5,13.34,3
19,3.2866294867861954,0.7894736842105263,3,100,16,15.62,2
16,3.75,0.25,2,173,8,14.26,3
21,2.7792553760679404,0.8095238095238095,3,37,9,20.22,2
56,4.363234111284803,0.17857142857142858,4,103,35,19.38,2
11,3.095795255000934,0.0,1,2677,2,4.58,0
17,2.8510187230942288,0.7647058823529411,3,99,6,8.83,3
15,2.8402239289418523,0.0,1,3479,3,4.08,0
23,3.6753108689123635,0.0,1,684,3,2.49,0
19,3.431623565847431,0.0,1,148,1,9.18,1
14,3.521640636343318,0.0,1,266,4,9.41,1
10,3.1219280948873624,0.2,2,2367,2,5.94,0
20,3.3464393446710154,0.0,1,136,1,8.71,1
34,3.85463498945935,0.0,1,276,2,12.52,1
19,3.9321380397593746,0.0,1,173,4,6.02,1
9,2.4193819456463714,0.6666666666666666,3,102,6,13.43,3
18,3.3082708345352603,0.7777777777777778,3,97,9,21.47,2
7,2.8073549220576037,0.14285714285714285,1,772,2,4.76,0
19,3.5766176449086657,0.0,1,1605,3,3.94,0
10,3.1219280948873624,0.0,2,3491,1,1.7,0
15,3.506890595608519,0.2,1,2178,2,5.93,0
16,3.327819531114783,0.0,2,200,9,14.77,3
12,3.2516291673878226,0.3333333333333333,2,55,34,11.11,2
12,3.0220552088742005,0.0,1,2478,1,3.61,0
29,3.9523029776623853,0.0,1,102,1,6.79,1
22,4.004886164091843,0.0,1,226,5,12.01,1
17,3.2483650467509033,0.0,1,184,4,6.55,1
21,3.005678590456677,0.0,1,254,4,12.64,1
10,2.9219280948873623,0.3,2,180,9,7.71,3
19,3.8924071185928764,0.0,1,75,4,10.57,1
42,4.386015934528989,0.2619047619047619,3,156,6,13.7,3
28,3.481661512101756,0.0,1,269,1,11.48,1
8,2.75,0.0,1,3034,2,3.75,0
15,3.456564762130954,0.0,2,39,33,22.24,2
11,3.095795255000934,0.0,1,2965,3,4.26,0
18,3.155221528859512,0.7777777777777778,3,109,25,17.3,2
18,2.974937501201927,0.7777777777777778,3,142,4,7.36,3
18,3.155221528859512,0.7777777777777778,3,43,39,16.06,2
16,3.327819531114783,0.0,1,285,2,6.07,1
18,3.7254805569978675,0.05555555555555555,2,113,7,14.6,3
20,3.1037016960573487,0.8,3,74,10,9.06,3
12,3.2516291673878226,0.0,1,1388,1,3.52,0
14,3.521640636343318,0.0,1,199,4,10.89,1
20,3.2709505944546686,0.0,1,262,3,9.74,1
14,3.4677201004744993,0.0,1,300,1,11.76,1
20,3.3841837197791893,0.0,1,251,3,8.93,1
12,3.0220552088742005,0.0,1,3522,1,5.63,0
18,3.8365916681089787,0.0,2,31,33,17.09,2
12,2.6258145836939115,0.0,1,2663,2,1.83,0
15,3.323231428797621,0.0,1,1187,1,3.93,0
21,3.8208888513501886,0.0,1,72,2,6.6,1
13,2.8150724101159437,0.7692307692307693,3,200,9,12.55,3
18,3.155221528859512,0.7777777777777778,3,11,8,19.17,2
18,3.1132833342948745,0.7777777777777778,3,95,15,15.42,2
20,3.1086949695628423,0.8,3,76,6,12.7,3
9,2.94770277922009,0.0,1,2048,2,3.73,0
15,3.506890595608519,0.0,1,259,4,11.0,1
19,3.2866294867861954,0.7894736842105263,3,77,36,10.2,2
20,3.4464393446710155,0.0,1,292,3,7.56,1
13,3.238901256602631,0.0,1,231,5,11.55,1
11,3.2776134368191157,0.0,1,2972,1,2.68,0
9,2.94770277922009,0.0,1,2574,3,1.3,0
20,3.8219280948873626,0.0,1,188,5,12.57,1
18,3.5724312513221195,0.05555555555555555,2,94,37,10.16,2
10,2.9219280948873623,0.0,1,1917,1,2.47,0
17,3.1307179879273743,0.7647058823529411,3,98,10,12.61,3
17,2.6601297526332566,0.7647058823529411,3,114,18,24.68,2
18,3.197159723424149,0.7777777777777778,3,200,8,13.89,3
12,3.2516291673878226,0.0,1,1715,2,1.77,0
24,3.688721875540867,0.0,1,298,1,9.09,1
13,3.0850551027564768,0.0,1,1071,3,4.09,0
17,3.85216872360328,0.0,2,145,6,12.09,3
6,2.2516291673878226,0.0,1,3123,3,2.43,0
8,2.25,0.0,1,839,3,4.02,0
12,3.4182958340544896,0.0,1,61,2,9.72,1
23,3.9690016298759927,0.30434782608695654,1,172,2,7.56,1
19,3.1813663288914587,0.0,1,106,1,8.98,1
30,4.053235913127292,0.0,1,138,5,12.11,1
17,2.9842341646524884,0.7647058823529411,3,156,11,5.94,3
12,3.2516291673878226,0.0,1,113,4,8.93,1
9,2.94770277922009,0.0,1,1498,2,4.9,0
9,2.4193819456463714,0.0,1,1438,2,1.68,0
27,4.310443057719024,0.25925925925925924,1,79,4,12.32,1
22,3.7544418457133455,0.0,1,126,1,6.55,1
20,2.970950594454669,0.8,3,74,31,18.28,2
14,3.1820058147602133,0.0,1,156,8,6.42,3
9,2.94770277922009,0.0,1,284,4,10.97,1
21,3.2321018048454135,0.8095238095238095,3,86,37,18.63,2
16,3.327819531114783,0.0,1,922,2,1.38,0
19,2.945038697540245,0.7894736842105263,3,129,11,9.39,3
12,3.084962500721156,0.0,1,2743,1,2.07,0
18,3.155221528859512,0.7777777777777778,3,164,7,12.32,3
18,3.5032583347756456,0.0,2,79,9,24.03,2
18,3.086048612313038,0.7777777777777778,3,26,28,12.25,2
18,3.3082708345352603,0.0,2,120,36,21.07,2
16,3.25,0.0,1,190,5,6.36,3
16,3.5,0.0,1,272,2,7.89,1
7,2.521640636343318,0.0,1,2285,3,2.39,0
9,2.94770277922009,0.0,1,3499,3,4.01,0
12,3.2516291673878226,0.0,1,289,4,8.23,1
19,2.720582776146013,0.7894736842105263,3,52,19,23.31,2
18,2.8491229175080153,0.7777777777777778,3,127,10,13.89,3
30,3.6980685120588386,0.0,1,104,4,10.32,1
10,3.1219280948873624,0.4,2,36,36,13.48,2
11,3.2776134368191157,0.0,1,2896,2,4.93,0
20,3.584183719779189,0.0,1,293,4,12.95,1
12,2.7516291673878226,0.0,1,159,3,10.78,1
15,3.1898980954642875,0.0,1,2580,2,3.55,0
18,3.7254805569978675,0.0,1,858,3,1.85,0
20,3.508694969562842,0.0,1,192,3,12.17,1
9,3.169925001442312,0.0,1,154,5,12.69,1
20,3.684183719779189,0.0,1,67,4,7.11,1
14,3.0930692077718898,0.0,1,253,2,12.24,1
20,3.4464393446710155,0.0,1,261,1,7.48,1
20,3.308694969562842,0.8,3,65,4,8.05,3
20,3.246439344671016,0.8,3,96,9,12.66,3
12,3.2516291673878226,0.0,1,890,1,1.88,0
20,2.984183719779189,0.8,3,58,32,11.39,2
28,3.601125010956985,0.0,1,300,5,12.9,1
6,2.584962500721156,0.0,1,1331,1,5.94,0
10,3.3219280948873626,0.0,1,698,1,5.04,0
11,3.2776134368191157,0.0,1,83,2,11.97,1
19,3.155565013329719,0.7894736842105263,3,85,25,24.14,2
19,3.326360407952694,0.0,2,121,8,6.96,3
17,3.4992275471326924,0.0,1,240,4,10.85,1
23,3.9148663038831,0.0,1,200,5,8.45,1
16,2.6556390622295662,0.0,1,66,4,6.76,1
27,3.27436274471765,0.0,1,134,3,7.82,1
24,3.5697738350294776,0.0,1,2542,1,2.06,0
13,3.3927474104487847,0.0,1,2361,1,5.67,0
20,4.021928094887363,0.0,1,188,2,7.4,1
12,3.2516291673878226,0.0,1,177,10,12.33,3
22,4.0614821867207755,0.2727272727272727,1,147,5,6.54,1
17,3.29277019393699,0.7647058823529411,3,51,8,14.76,2
20,2.908694969562842,0.8,3,61,8,15.46,2
13,3.238901256602631,0.0,1,819,3,2.93,0
11,2.1180782093497093,0.7272727272727273,3,15,11,20.89,2
19,3.11583409216322,0.7894736842105263,3,118,10,15.0,3
16,3.625,0.0,1,283,2,7.06,1
11,3.0271691184406184,0.0,1,3123,1,1.93,0
17,2.9842341646524884,0.7647058823529411,3,67,31,12.88,2
12,2.8553885422075336,0.0,1,110,1,9.06,1
16,3.375,0.0,1,2055,2,3.9,0
21,3.9754180179138334,0.0,1,103,4,9.02,1
15,3.640223928941852,0.13333333333333333,2,91,7,12.91,3
11,3.095795255000934,0.0,1,3447,2,3.39,0
14,3.521640636343318,0.0,1,133,4,6.18,1
22,4.004886164091843,0.09090909090909091,1,179,2,11.27,1
10,2.9219280948873623,0.1,1,1947,1,1.59,0
15,2.4729055953200563,0.8,3,92,6,10.16,3
12,3.084962500721156,0.0,1,288,1,9.11,1
13,2.6612262562697895,0.7692307692307693,3,66,17,22.87,2
12,3.4182958340544896,0.08333333333333333,2,41,37,16.94,2
15,3.323231428797621,0.0,2,1190,1,1.25,0
12,3.4182958340544896,0.0,1,1741,2,3.38,0
12,3.4182958340544896,0.08333333333333333,1,2162,3,2.53,0
18,3.197159723424149,0.7777777777777778,3,91,8,13.21,3
12,3.4182958340544896,0.0,1,174,1,9.54,1
14,3.521640636343318,0.0,1,723,2,4.06,0
7,2.8073549220576037,0.0,1,1501,2,4.69,0
10,3.1219280948873624,0.1,2,178,10,6.92,3
14,3.1820058147602133,0.0,1,3406,2,4.68,0
11,3.2776134368191157,0.0,1,75,5,6.66,1
10,2.8464393446710154,0.0,1,1478,3,1.88,0
11,3.2776134368191157,0.0,1,263,2,12.69,1
18,2.974937501201927,0.7777777777777778,3,38,26,19.08,2
10,3.1219280948873624,0.0,1,985,3,4.01,0
11,3.095795255000934,0.0,1,99,1,12.15,1
20,3.065957320949175,0.8,3,131,10,9.49,3
15,3.3735572622751855,0.0,2,1948,1,2.36,0
11,3.0271691184406184,0.0,1,2172,2,2.83,0
24,3.938721875540867,0.0,1,295,1,10.5,1
20,3.6219280948873624,0.0,1,1728,1,6.0,0
12,3.584962500721156,0.0,1,229,1,9.83,1
10,3.1219280948873624,0.0,1,2556,1,4.5,0
16,3.202819531114783,0.75,3,97,18,10.08,2
11,3.095795255000934,0.0,1,957,1,1.47,0
19,3.6818808028034025,0.0,1,62,4,7.89,1
8,2.75,0.0,1,264,5,11.05,1
13,3.0850551027564768,0.0,1,2668,3,5.87,0
24,3.720175521464345,0.0,1,121,4,9.08,1
20,3.0709505944546684,0.8,3,80,5,11.9,3
19,3.1813663288914587,0.7894736842105263,3,128,11,13.3,3
20,3.1086949695628423,0.8,3,89,9,11.97,3
11,2.913977073182752,0.0,1,96,4,8.32,1
12,3.2516291673878226,0.25,2,100,9,5.76,3
20,2.970950594454669,0.8,3,19,38,23.4,2
19,2.970840013101985,0.7894736842105263,3,63,18,19.64,2
17,3.4548223999466057,0.0,1,300,1,9.22,1
11,2.913977073182752,0.0,1,136,5,11.72,1
15,3.3735572622751855,0.0,1,1624,3,1.91,0
13,2.873140679513133,0.0,1,3418,1,1.06,0
19,3.076103170996722,0.7894736842105263,3,39,32,20.03,2
17,3.4992275471326924,0.0,1,1633,1,4.64,0
17,2.9842341646524884,0.7647058823529411,3,188,10,13.8,3
14,3.2359263506290326,0.0,1,282,3,6.45,1
16,2.875,0.0,1,132,4,10.38,1
16,3.125,0.0,1,1900,1,3.06,0
11,3.0271691184406184,0.0,1,3426,2,1.35,0
20,3.4037016960573485,0.0,1,85,4,7.99,1
10,3.1219280948873624,0.0,1,298,4,10.19,1
15,3.240223928941852,0.0,1,2441,3,5.52,0
19,3.11583409216322,0.7894736842105263,3,94,5,10.57,3
9,2.6416041678685938,0.0,1,3293,2,5.78,0
12,3.2516291673878226,0.0,1,80,2,8.23,1
11,3.095795255000934,0.0,1,102,3,9.79,1
18,3.197159723424149,0.7777777777777778,3,60,17,17.84,2
18,3.5724312513221195,0.0,1,266,3,9.85,1
20,3.484183719779189,0.0,1,2782,1,2.84,0
20,3.308694969562842,0.8,3,115,10,10.04,3
18,3.350209029099897,0.1111111111111111,2,48,21,11.19,2
11,3.095795255000934,0.0,1,1170,3,4.5,0
6,2.584962500721156,0.16666666666666666,1,1693,1,1.46,0
9,3.169925001442312,0.0,1,241,4,9.56,1
16,3.75,0.3125,1,176,4,6.81,1
12,3.0220552088742005,0.0,1,2022,3,1.93,0
12,2.688721875540867,0.75,3,117,7,13.52,3
20,3.1037016960573487,0.8,3,94,4,10.86,3
11,2.6635327548042547,0.0,1,1337,2,3.57,0
20,3.3219280948873626,0.0,1,211,1,7.97,1
17,3.1248435485091464,0.0,1,272,5,6.1,1
18,3.6835423624332306,0.05555555555555555,2,1898,2,4.18,0
13,2.7192945256669794,0.7692307692307693,3,53,19,16.03,2
20,3.7219280948873625,0.0,1,183,1,7.29,1
19,3.391892644680932,0.0,1,177,6,12.45,3
12,3.4182958340544896,0.0,1,187,1,9.38,1
18,2.8638263900908156,0.7777777777777778,3,192,4,14.94,3
11,2.913977073182752,0.0,1,2202,2,3.81,0
30,3.5144093452479406,0.0,2,178,5,14.09,3
14,2.556656707462823,0.7857142857142857,3,200,4,7.31,3
19,3.1416354077249604,0.7894736842105263,3,19,21,21.69,2
13,3.0850551027564768,0.0,1,1060,2,2.08,0
17,3.616874605956222,0.0,1,100,1,9.08,1
20,3.584183719779189,0.0,2,114,35,19.49,2
19,2.970840013101985,0.7894736842105263,3,181,6,12.02,3
21,3.08232813685843,0.8095238095238095,3,173,6,14.8,3
22,3.913977073182752,0.09090909090909091,2,53,35,24.36,2
12,3.2516291673878226,0.0,1,760,3,2.99,0
20,3.408694969562842,0.0,1,141,3,11.55,1
17,2.6601297526332566,0.7647058823529411,3,66,9,13.95,3
14,3.3787834934861753,0.0,1,2853,3,3.64,0
19,3.221097250057957,0.7894736842105263,3,147,4,10.05,3
11,3.0271691184406184,0.0,1,141,5,7.03,1
21,2.8337909488168287,0.0,1,222,4,11.42,1
18,3.239097917988786,0.7777777777777778,3,67,28,20.84,2
12,3.4182958340544896,0.0,1,106,3,10.61,1
20,3.1086949695628423,0.8,3,76,20,20.73,2
22,3.73215889136457,0.0,1,1021,2,1.74,0
20,3.584183719779189,0.0,1,225,1,9.93,1
10,3.3219280948873626,0.0,1,962,1,1.4,0
16,3.149397470347699,0.0,1,1332,3,1.53,0
19,3.221097250057957,0.7894736842105263,3,39,18,11.18,2
19,3.0503018554349817,0.7894736842105263,3,15,11,19.11,2
20,3.6464393446710157,0.0,1,131,4,10.96,1
12,3.2516291673878226,0.0,1,285,2,9.01,1
